,Finance,Production,Reserves / Exploration / Acquisitions / Mergers / Divestments,Environment / Regulatory / Geopolitics,Alternative Energy / Lower Carbon,Oil Price / Natural Gas Price / Gasoline Price
1382,Positive,Positive,Neutral,Neutral,Neutral,Positive
1383,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1384,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1385,Neutral,Negative,Negative,Negative,Neutral,Negative
1386,Positive,Positive,Neutral,Neutral,Neutral,Positive
1387,Positive,Positive,Neutral,Neutral,Neutral,Positive
1388,Neutral,Neutral,Neutral,Negative,Neutral,Negative
1389,Neutral,Neutral,Neutral,Neutral,Neutral,Positive
1390,Neutral,Neutral,Neutral,Positive,Positive,Neutral
1391,Positive,Positive,Neutral,Neutral,Neutral,Positive
1392,Neutral,Negative,Neutral,Neutral,Neutral,Neutral
1393,Neutral,Positive,Neutral,Neutral,Neutral,Positive
1394,Positive,Positive,Neutral,Neutral,Neutral,Positive
1395,Positive,Positive,Neutral,Neutral,Neutral,Positive
1396,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
1397,Neutral,Positive,Positive,Positive,Positive,Neutral
1398,Positive,Positive,Neutral,Neutral,Neutral,Positive
1399,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
1400,Positive,Positive,Neutral,Neutral,Neutral,Positive
1401,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1402,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1403,Positive,Positive,Neutral,Neutral,Neutral,Positive
1404,Positive,Positive,Neutral,Neutral,Neutral,Positive
1405,Positive,Positive,Neutral,Neutral,Neutral,Positive
1406,Positive,Positive,Neutral,Neutral,Neutral,Positive
1407,Positive,Neutral,Neutral,Neutral,Neutral,Positive
1408,Positive,Positive,Neutral,Neutral,Neutral,Positive
1409,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
1410,Positive,Positive,Positive,Neutral,Neutral,Positive
1411,Positive,Positive,Neutral,Neutral,Neutral,Positive
1412,Positive,Positive,Neutral,Neutral,Neutral,Positive
1413,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1414,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
1415,Positive,Positive,Positive,Neutral,Neutral,Neutral
1416,Positive,Positive,Positive,Neutral,Neutral,Neutral
1417,Positive,Positive,Positive,Neutral,Neutral,Neutral
1418,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1419,Positive,Positive,Positive,Neutral,Neutral,Neutral
1420,Positive,Positive,Neutral,Neutral,Neutral,Positive
1421,Neutral,Negative,Negative,Positive,Neutral,Neutral
1422,Positive,Positive,Neutral,Neutral,Neutral,Positive
1423,Neutral,Neutral,Neutral,Neutral,Neutral,Positive
1424,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
1425,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
1426,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
1427,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
1428,Positive,Positive,Neutral,Neutral,Neutral,Positive
1429,Positive,Positive,Neutral,Neutral,Neutral,Positive
1430,Positive,Positive,Positive,Neutral,Neutral,Neutral
1431,Positive,Positive,Neutral,Neutral,Neutral,Positive
1432,Positive,Positive,Neutral,Neutral,Neutral,Positive
1433,Positive,Positive,Neutral,Neutral,Neutral,Positive
1434,Positive,Positive,Neutral,Neutral,Neutral,Positive
1435,Neutral,Positive,Neutral,Neutral,Neutral,Positive
1436,Positive,Positive,Neutral,Neutral,Neutral,Neutral
1437,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1438,Positive,Positive,Neutral,Neutral,Neutral,Positive
1439,Neutral,Neutral,Neutral,Neutral,Neutral,Positive
1440,Positive,Positive,Neutral,Neutral,Neutral,Positive
1441,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
1442,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1443,Positive,Positive,Neutral,Neutral,Neutral,Positive
1444,Positive,Positive,Neutral,Neutral,Neutral,Positive
1445,Positive,Positive,Neutral,Neutral,Neutral,Positive
1446,Positive,Positive,Neutral,Neutral,Neutral,Positive
1447,Neutral,Negative,Neutral,Neutral,Neutral,Negative
1448,Neutral,Negative,Neutral,Neutral,Neutral,Negative
1449,Neutral,Positive,Positive,Neutral,Neutral,Neutral
1450,Neutral,Neutral,Neutral,Neutral,Positive,Neutral
1451,Neutral,Neutral,Neutral,Neutral,Positive,Neutral
1452,Neutral,Positive,Positive,Neutral,Neutral,Neutral
1453,Neutral,Positive,Positive,Neutral,Neutral,Positive
1454,Neutral,Neutral,Positive,Neutral,Neutral,Neutral
1455,Positive,Positive,Positive,Neutral,Neutral,Neutral
1456,Positive,Positive,Positive,Neutral,Neutral,Neutral
1457,Positive,Positive,Positive,Neutral,Neutral,Neutral
1458,Positive,Positive,Positive,Neutral,Neutral,Neutral
1459,Neutral,Neutral,Neutral,Positive,Positive,Neutral
1460,Positive,Positive,Positive,Neutral,Neutral,Neutral
1461,Neutral,Neutral,Positive,Neutral,Neutral,Neutral
1462,Neutral,Neutral,Positive,Neutral,Neutral,Neutral
1463,Positive,Positive,Neutral,Neutral,Neutral,Positive
1464,Positive,Positive,Neutral,Neutral,Neutral,Positive
1465,Positive,Neutral,Neutral,Neutral,Neutral,Neutral
1466,Positive,Neutral,Neutral,Neutral,Neutral,Positive
1467,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1468,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1469,Positive,Positive,Neutral,Neutral,Neutral,Positive
1470,Positive,Positive,Neutral,Neutral,Neutral,Positive
1471,Positive,Positive,Neutral,Neutral,Neutral,Positive
1472,Positive,Positive,Positive,Neutral,Neutral,Neutral
1473,Positive,Positive,Neutral,Neutral,Neutral,Positive
1474,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1475,Positive,Positive,Neutral,Neutral,Neutral,Positive
1476,Positive,Neutral,Neutral,Neutral,Neutral,Positive
1477,Negative,Negative,Negative,Negative,Neutral,Negative
1478,Neutral,Neutral,Neutral,Neutral,Neutral,Negative
1479,Negative,Neutral,Neutral,Negative,Neutral,Negative
1480,Positive,Positive,Neutral,Neutral,Neutral,Positive
1481,Neutral,Negative,Neutral,Neutral,Neutral,Negative
1482,Neutral,Negative,Neutral,Neutral,Neutral,Negative
1483,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
1484,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
1485,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
1486,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
1487,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1488,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1489,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1490,Neutral,Neutral,Positive,Neutral,Neutral,Neutral
1491,Neutral,Neutral,Positive,Neutral,Neutral,Neutral
1492,Positive,Positive,Neutral,Neutral,Neutral,Positive
1493,Neutral,Neutral,Positive,Neutral,Neutral,Neutral
1494,Positive,Positive,Neutral,Neutral,Neutral,Positive
1495,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1496,Positive,Positive,Neutral,Neutral,Neutral,Positive
1497,Neutral,Neutral,Positive,Neutral,Neutral,Neutral
1498,Positive,Positive,Positive,Neutral,Neutral,Neutral
1499,Neutral,Positive,Positive,Neutral,Neutral,Neutral
1500,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1501,Positive,Positive,Neutral,Neutral,Neutral,Positive
1502,Positive,Positive,Positive,Neutral,Neutral,Neutral
1503,Positive,Positive,Positive,Neutral,Neutral,Neutral
1504,Neutral,Neutral,Positive,Neutral,Neutral,Neutral
1505,Neutral,Neutral,Neutral,Neutral,Neutral,Negative
1506,Positive,Positive,Neutral,Neutral,Neutral,Positive
1507,Positive,Positive,Neutral,Neutral,Neutral,Positive
1508,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
1509,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1510,Neutral,Neutral,Neutral,Neutral,Neutral,Negative
1511,Neutral,Neutral,Neutral,Neutral,Neutral,Positive
1512,Positive,Positive,Neutral,Neutral,Neutral,Positive
1513,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1514,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1515,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1516,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
1517,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1518,Neutral,Negative,Negative,Neutral,Neutral,Negative
1519,Neutral,Neutral,Neutral,Positive,Positive,Neutral
1520,Neutral,Neutral,Positive,Neutral,Neutral,Neutral
1521,Neutral,Neutral,Neutral,Positive,Positive,Neutral
1522,Neutral,Neutral,Neutral,Positive,Positive,Neutral
1523,Positive,Positive,Neutral,Neutral,Neutral,Positive
1524,Neutral,Neutral,Neutral,Positive,Positive,Neutral
1525,Positive,Positive,Positive,Neutral,Positive,Positive
1526,Neutral,Neutral,Neutral,Neutral,Positive,Neutral
1527,Neutral,Neutral,Neutral,Neutral,Positive,Neutral
1528,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1529,Positive,Neutral,Neutral,Neutral,Neutral,Neutral
1530,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1531,Positive,Positive,Neutral,Neutral,Neutral,Positive
1532,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1533,Neutral,Neutral,Neutral,Negative,Negative,Neutral
1534,Positive,Positive,Neutral,Neutral,Neutral,Positive
1535,Positive,Positive,Positive,Neutral,Neutral,Positive
1536,Neutral,Neutral,Neutral,Positive,Positive,Neutral
1537,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1538,Positive,Positive,Neutral,Neutral,Neutral,Positive
1539,Negative,Negative,Neutral,Negative,Negative,Neutral
1540,Positive,Positive,Neutral,Neutral,Neutral,Positive
1541,Neutral,Positive,Neutral,Neutral,Neutral,Neutral
1542,Positive,Positive,Neutral,Neutral,Neutral,Positive
1543,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
1544,Positive,Positive,Neutral,Neutral,Neutral,Positive
1545,Neutral,Positive,Positive,Neutral,Neutral,Neutral
1546,Neutral,Neutral,Positive,Negative,Negative,Neutral
1547,Positive,Positive,Neutral,Neutral,Neutral,Positive
1548,Positive,Positive,Neutral,Neutral,Neutral,Positive
1549,Neutral,Neutral,Neutral,Neutral,Positive,Neutral
1550,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1551,Positive,Positive,Neutral,Neutral,Neutral,Positive
1552,Neutral,Neutral,Neutral,Positive,Positive,Neutral
1553,Negative,Neutral,Neutral,Neutral,Neutral,Negative
1554,Positive,Positive,Neutral,Neutral,Neutral,Positive
1555,Positive,Positive,Neutral,Neutral,Neutral,Positive
1556,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
1557,Neutral,Negative,Neutral,Neutral,Neutral,Neutral
1558,Positive,Positive,Neutral,Neutral,Neutral,Positive
1559,Neutral,Positive,Positive,Neutral,Neutral,Neutral
1560,Positive,Positive,Positive,Neutral,Neutral,Neutral
1561,Positive,Positive,Neutral,Neutral,Neutral,Positive
1562,Neutral,Positive,Positive,Neutral,Positive,Neutral
1563,Neutral,Neutral,Neutral,Positive,Positive,Neutral
1564,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1565,Neutral,Neutral,Positive,Neutral,Neutral,Neutral
1566,Positive,Positive,Neutral,Neutral,Neutral,Positive
1567,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
1568,Positive,Positive,Neutral,Neutral,Neutral,Positive
1569,Positive,Positive,Neutral,Neutral,Neutral,Positive
1570,Neutral,Neutral,Neutral,Neutral,Positive,Neutral
1571,Positive,Positive,Neutral,Neutral,Neutral,Positive
1572,Neutral,Positive,Positive,Neutral,Neutral,Neutral
1573,Positive,Positive,Positive,Neutral,Neutral,Neutral
1574,Positive,Positive,Neutral,Neutral,Neutral,Positive
1575,Positive,Positive,Neutral,Neutral,Neutral,Positive
1576,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1577,Neutral,Neutral,Neutral,Positive,Positive,Neutral
1578,Positive,Positive,Neutral,Negative,Neutral,Positive
1579,Neutral,Neutral,Neutral,Negative,Positive,Neutral
1580,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
1581,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1582,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
1583,Neutral,Neutral,Neutral,Positive,Positive,Neutral
1584,Neutral,Neutral,Neutral,Positive,Positive,Neutral
1585,Neutral,Neutral,Negative,Negative,Neutral,Negative
1586,Positive,Positive,Neutral,Neutral,Neutral,Positive
1587,Neutral,Positive,Positive,Positive,Positive,Neutral
1588,Positive,Positive,Neutral,Neutral,Neutral,Positive
1589,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1590,Neutral,Negative,Negative,Negative,Neutral,Positive
1591,Positive,Positive,Neutral,Neutral,Neutral,Positive
1592,Neutral,Neutral,Neutral,Positive,Positive,Neutral
1593,Neutral,Neutral,Neutral,Positive,Positive,Positive
1594,Positive,Positive,Neutral,Neutral,Neutral,Positive
1595,Positive,Positive,Neutral,Neutral,Neutral,Positive
1596,Neutral,Neutral,Neutral,Positive,Positive,Neutral
1597,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1598,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
1599,Neutral,Neutral,Neutral,Positive,Positive,Neutral
1600,Neutral,Neutral,Neutral,Positive,Positive,Neutral
1601,Neutral,Neutral,Neutral,Positive,Positive,Neutral
1602,Neutral,Neutral,Neutral,Positive,Positive,Neutral
1603,Neutral,Neutral,Neutral,Positive,Positive,Neutral
1604,Neutral,Positive,Positive,Negative,Neutral,Neutral
1605,Positive,Positive,Neutral,Neutral,Neutral,Positive
1606,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1607,Positive,Positive,Neutral,Positive,Positive,Positive
1608,Positive,Positive,Neutral,Neutral,Neutral,Positive
1609,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
1610,Positive,Positive,Neutral,Neutral,Neutral,Positive
1611,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
1612,Neutral,Neutral,Negative,Negative,Neutral,Neutral
1613,Positive,Positive,Neutral,Neutral,Neutral,Positive
1614,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
1615,Positive,Positive,Neutral,Neutral,Neutral,Positive
1616,Positive,Positive,Neutral,Neutral,Neutral,Positive
1617,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
1618,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
1619,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
1620,Positive,Positive,Neutral,Neutral,Neutral,Positive
1621,Neutral,Neutral,Neutral,Negative,Neutral,Positive
1622,Neutral,Neutral,Neutral,Positive,Positive,Neutral
1623,Neutral,Neutral,Neutral,Positive,Positive,Neutral
1624,Positive,Positive,Neutral,Neutral,Neutral,Positive
1625,Neutral,Neutral,Neutral,Positive,Positive,Neutral
1626,Positive,Positive,Positive,Neutral,Positive,Positive
1627,Positive,Positive,Positive,Neutral,Positive,Positive
1628,Positive,Positive,Positive,Neutral,Positive,Positive
1629,Positive,Positive,Positive,Neutral,Positive,Positive
1630,Positive,Neutral,Positive,Neutral,Neutral,Positive
1631,Neutral,Negative,Neutral,Negative,Neutral,Neutral
1632,Positive,Positive,Neutral,Neutral,Neutral,Positive
1633,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
1634,Neutral,Neutral,Positive,Positive,Neutral,Neutral
1635,Neutral,Neutral,Neutral,Positive,Positive,Neutral
1636,Neutral,Neutral,Neutral,Positive,Neutral,Positive
1637,Neutral,Neutral,Neutral,Negative,Neutral,Negative
1638,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
1639,Neutral,Neutral,Neutral,Positive,Positive,Neutral
1640,Neutral,Neutral,Neutral,Positive,Positive,Neutral
1641,Neutral,Neutral,Neutral,Positive,Positive,Neutral
1642,Neutral,Neutral,Positive,Neutral,Neutral,Neutral
1643,Positive,Positive,Neutral,Neutral,Neutral,Positive
1644,Positive,Positive,Neutral,Neutral,Neutral,Positive
1645,Positive,Positive,Neutral,Neutral,Neutral,Positive
1646,Neutral,Neutral,Neutral,Positive,Positive,Neutral
1647,Positive,Positive,Neutral,Neutral,Neutral,Positive
1648,Negative,Negative,Negative,Neutral,Positive,Negative
1649,Positive,Positive,Neutral,Neutral,Neutral,Positive
1650,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1651,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1652,Positive,Positive,Neutral,Neutral,Neutral,Positive
1653,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1654,Positive,Positive,Neutral,Neutral,Neutral,Positive
1655,Neutral,Neutral,Neutral,Positive,Positive,Neutral
1656,Positive,Positive,Neutral,Neutral,Neutral,Positive
1657,Positive,Positive,Neutral,Neutral,Neutral,Positive
1658,Neutral,Neutral,Neutral,Positive,Positive,Neutral
1659,Neutral,Neutral,Neutral,Positive,Positive,Neutral
1660,Neutral,Neutral,Neutral,Positive,Positive,Neutral
1661,Neutral,Neutral,Neutral,Positive,Positive,Neutral
1662,Neutral,Neutral,Neutral,Positive,Positive,Neutral
1663,Positive,Positive,Neutral,Neutral,Neutral,Positive
1664,Neutral,Negative,Negative,Negative,Neutral,Neutral
1665,Positive,Positive,Neutral,Neutral,Neutral,Positive
1666,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1667,Positive,Positive,Neutral,Neutral,Neutral,Positive
1668,Neutral,Neutral,Neutral,Positive,Positive,Neutral
1669,Positive,Positive,Neutral,Neutral,Neutral,Positive
1670,Positive,Positive,Neutral,Neutral,Neutral,Positive
1671,Positive,Positive,Neutral,Neutral,Neutral,Positive
1672,Positive,Positive,Neutral,Neutral,Neutral,Positive
1673,Negative,Negative,Negative,Neutral,Neutral,Negative
1674,Negative,Negative,Negative,Neutral,Neutral,Negative
1675,Positive,Positive,Neutral,Neutral,Neutral,Positive
1676,Negative,Negative,Negative,Neutral,Neutral,Negative
1677,Neutral,Negative,Neutral,Neutral,Neutral,Negative
1678,Negative,Neutral,Negative,Neutral,Neutral,Negative
1679,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1680,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1681,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1682,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1683,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1684,Negative,Neutral,Neutral,Negative,Neutral,Negative
1685,Positive,Positive,Neutral,Neutral,Neutral,Positive
1686,Positive,Positive,Neutral,Neutral,Neutral,Positive
1687,Positive,Positive,Neutral,Neutral,Neutral,Positive
1688,Neutral,Neutral,Neutral,Positive,Neutral,Negative
1689,Neutral,Neutral,Neutral,Positive,Positive,Neutral
1690,Positive,Positive,Neutral,Neutral,Neutral,Positive
1691,Positive,Positive,Neutral,Neutral,Neutral,Positive
1692,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1693,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1694,Positive,Positive,Neutral,Neutral,Neutral,Positive
1695,Neutral,Neutral,Neutral,Positive,Positive,Neutral
1696,Neutral,Positive,Positive,Negative,Neutral,Neutral
1697,Neutral,Positive,Positive,Negative,Neutral,Neutral
1698,Positive,Positive,Neutral,Neutral,Neutral,Positive
1699,Neutral,Positive,Positive,Negative,Neutral,Neutral
1700,Neutral,Positive,Positive,Neutral,Neutral,Neutral
1701,Positive,Positive,Neutral,Neutral,Neutral,Positive
1702,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
1703,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
1704,Positive,Positive,Positive,Neutral,Neutral,Neutral
1705,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1706,Positive,Positive,Neutral,Neutral,Neutral,Positive
1707,Positive,Positive,Neutral,Neutral,Neutral,Positive
1708,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1709,Neutral,Neutral,Neutral,Positive,Positive,Neutral
1710,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
1711,Positive,Positive,Neutral,Neutral,Neutral,Positive
1712,Positive,Positive,Neutral,Neutral,Neutral,Positive
1713,Positive,Positive,Neutral,Neutral,Neutral,Positive
1714,Positive,Positive,Neutral,Neutral,Neutral,Positive
1715,Neutral,Positive,Neutral,Positive,Positive,Neutral
1716,Positive,Neutral,Neutral,Neutral,Neutral,Neutral
1717,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
1718,Neutral,Neutral,Neutral,Positive,Positive,Neutral
1719,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
1720,Positive,Positive,Neutral,Neutral,Neutral,Positive
1721,Positive,Neutral,Positive,Neutral,Neutral,Neutral
1722,Neutral,Neutral,Negative,Neutral,Positive,Neutral
1723,Neutral,Neutral,Negative,Neutral,Positive,Neutral
1724,Neutral,Neutral,Negative,Neutral,Positive,Neutral
1725,Positive,Positive,Neutral,Neutral,Neutral,Positive
1726,Neutral,Neutral,Neutral,Positive,Positive,Neutral
1727,Positive,Positive,Neutral,Neutral,Neutral,Positive
1728,Neutral,Negative,Neutral,Negative,Neutral,Neutral
1729,Positive,Positive,Neutral,Neutral,Neutral,Positive
1730,Positive,Positive,Neutral,Neutral,Neutral,Positive
1731,Neutral,Negative,Negative,Neutral,Neutral,Negative
1732,Neutral,Neutral,Neutral,Positive,Positive,Neutral
1733,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1734,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1735,Positive,Positive,Neutral,Neutral,Neutral,Positive
1736,Positive,Positive,Neutral,Neutral,Neutral,Positive
1737,Positive,Positive,Neutral,Neutral,Neutral,Positive
1738,Positive,Positive,Neutral,Neutral,Neutral,Positive
1739,Positive,Positive,Neutral,Neutral,Neutral,Positive
1740,Neutral,Neutral,Positive,Neutral,Neutral,Neutral
1741,Neutral,Neutral,Positive,Neutral,Positive,Neutral
1742,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1743,Positive,Positive,Neutral,Neutral,Neutral,Positive
1744,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1745,Positive,Positive,Neutral,Neutral,Neutral,Positive
1746,Positive,Positive,Neutral,Neutral,Neutral,Positive
1747,Neutral,Positive,Positive,Neutral,Neutral,Neutral
1748,Neutral,Positive,Positive,Neutral,Neutral,Neutral
1749,Neutral,Positive,Positive,Neutral,Neutral,Neutral
1750,Positive,Positive,Positive,Negative,Neutral,Positive
1751,Positive,Positive,Positive,Negative,Negative,Positive
1752,Positive,Positive,Positive,Neutral,Neutral,Positive
1753,Positive,Positive,Positive,Negative,Negative,Positive
1754,Positive,Positive,Neutral,Neutral,Neutral,Positive
1755,Neutral,Neutral,Positive,Negative,Neutral,Neutral
1756,Neutral,Positive,Positive,Neutral,Neutral,Neutral
1757,Neutral,Positive,Positive,Neutral,Neutral,Neutral
1758,Positive,Positive,Positive,Neutral,Neutral,Positive
1759,Positive,Positive,Neutral,Neutral,Neutral,Positive
1760,Positive,Positive,Positive,Neutral,Neutral,Positive
1761,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1762,Neutral,Neutral,Neutral,Neutral,Neutral,Negative
1763,Positive,Positive,Neutral,Neutral,Neutral,Positive
1764,Positive,Positive,Neutral,Neutral,Neutral,Positive
1765,Positive,Positive,Neutral,Neutral,Neutral,Positive
1766,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1767,Neutral,Neutral,Neutral,Neutral,Neutral,Positive
1768,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1769,Positive,Positive,Positive,Neutral,Neutral,Positive
1770,Neutral,Positive,Positive,Neutral,Neutral,Positive
1771,Neutral,Positive,Positive,Neutral,Neutral,Positive
1772,Neutral,Positive,Positive,Neutral,Neutral,Positive
1773,Neutral,Positive,Positive,Neutral,Neutral,Positive
1774,Positive,Positive,Neutral,Neutral,Neutral,Positive
1775,Neutral,Neutral,Positive,Neutral,Neutral,Positive
1776,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1777,Positive,Positive,Neutral,Neutral,Neutral,Positive
1778,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1779,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1780,Neutral,Neutral,Positive,Neutral,Neutral,Neutral
1781,Neutral,Neutral,Positive,Neutral,Neutral,Neutral
1782,Positive,Positive,Neutral,Neutral,Neutral,Positive
1783,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1784,Neutral,Negative,Neutral,Neutral,Neutral,Negative
1785,Positive,Positive,Neutral,Neutral,Neutral,Positive
1786,Positive,Positive,Neutral,Neutral,Neutral,Positive
1787,Positive,Positive,Neutral,Neutral,Neutral,Positive
1788,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
1789,Neutral,Neutral,Positive,Neutral,Neutral,Neutral
1790,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1791,Neutral,Neutral,Positive,Neutral,Neutral,Neutral
1792,Neutral,Neutral,Neutral,Neutral,Positive,Neutral
1793,Neutral,Neutral,Positive,Neutral,Positive,Neutral
1794,Positive,Positive,Neutral,Neutral,Neutral,Positive
1795,Positive,Positive,Neutral,Neutral,Neutral,Positive
1796,Positive,Positive,Neutral,Neutral,Neutral,Positive
1797,Positive,Positive,Neutral,Neutral,Neutral,Positive
1798,Positive,Neutral,Neutral,Neutral,Neutral,Neutral
1799,Neutral,Neutral,Neutral,Neutral,Positive,Neutral
1800,Positive,Positive,Neutral,Neutral,Neutral,Positive
1801,Positive,Positive,Neutral,Neutral,Neutral,Positive
1802,Positive,Positive,Positive,Neutral,Positive,Positive
1803,Positive,Positive,Neutral,Neutral,Neutral,Positive
1804,Positive,Positive,Positive,Neutral,Neutral,Neutral
1805,Positive,Positive,Neutral,Neutral,Neutral,Positive
1806,Positive,Neutral,Neutral,Neutral,Neutral,Positive
1807,Positive,Neutral,Neutral,Neutral,Neutral,Positive
1808,Positive,Positive,Positive,Neutral,Neutral,Positive
1809,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1810,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1811,Positive,Positive,Neutral,Neutral,Neutral,Positive
1812,Positive,Positive,Neutral,Neutral,Neutral,Positive
1813,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1814,Neutral,Neutral,Positive,Neutral,Neutral,Neutral
1815,Positive,Positive,Neutral,Neutral,Neutral,Neutral
1816,Positive,Positive,Positive,Neutral,Neutral,Neutral
1817,Neutral,Neutral,Positive,Neutral,Neutral,Neutral
1818,Neutral,Neutral,Positive,Neutral,Neutral,Neutral
1819,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1820,Neutral,Positive,Neutral,Neutral,Neutral,Negative
1821,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1822,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1823,Negative,Negative,Neutral,Negative,Neutral,Negative
1824,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1825,Positive,Positive,Neutral,Neutral,Neutral,Positive
1826,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1827,Negative,Negative,Negative,Neutral,Neutral,Negative
1828,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
1829,Neutral,Positive,Neutral,Neutral,Neutral,Neutral
1830,Positive,Positive,Neutral,Neutral,Neutral,Positive
1831,Positive,Positive,Neutral,Neutral,Neutral,Positive
