Unique_ID,Finance,Production,Reserves / Exploration / Acquisitions / Mergers / Divestments,Environment / Regulatory / Geopolitics,Alternative Energy / Lower Carbon,Oil Price / Natural Gas Price / Gasoline Price
PQ-2451939569,Neutral,Neutral,Positive,Neutral,Neutral,Neutral
PQ-2453788510,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2451939558,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2451877391,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2451864275,Neutral,Neutral,Positive,Neutral,Neutral,Neutral
PQ-2451819908,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2451760787,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2451452003,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2451256530,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2451256517,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2450744442,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2450736914,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2447722664,Positive,Neutral,Neutral,Neutral,Neutral,Positive
PQ-2446202822,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2446202230,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2446201628,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2441960378,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2442710451,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2439754898,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2434609233,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2428560175,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2426747082,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2415747502,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2407279505,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2403773543,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2401069546,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2397139281,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2396397682,Positive,Neutral,Neutral,Neutral,Neutral,Positive
PQ-2396315298,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2393507748,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2391144724,Negative,Negative,Negative,Negative,Neutral,Negative
PQ-2390173390,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2379705782,Neutral,Neutral,Neutral,Neutral,Neutral,Negative
PQ-2381960489,Negative,Neutral,Neutral,Negative,Neutral,Negative
PQ-2376167808,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2374295624,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2364399829,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2354662636,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2352465202,Neutral,Negative,Neutral,Neutral,Neutral,Negative
PQ-2352180400,Neutral,Negative,Neutral,Neutral,Neutral,Negative
PQ-2349473099,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
PQ-2349467275,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
PQ-2349467265,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
PQ-2349466581,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
PQ-2331184248,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2328534555,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2324794855,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2327189718,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2324110207,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2322982139,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2333790899,Neutral,Neutral,Positive,Neutral,Neutral,Neutral
PQ-2333789741,Neutral,Neutral,Positive,Neutral,Neutral,Neutral
PQ-2333784601,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2333783828,Neutral,Neutral,Positive,Neutral,Neutral,Neutral
PQ-2316275386,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2316268819,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2315539539,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2315235898,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2314644143,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2309684414,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2309509950,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2306616452,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2304943383,Neutral,Neutral,Positive,Neutral,Neutral,Neutral
PQ-2304941406,Positive,Positive,Positive,Neutral,Neutral,Neutral
PQ-2314135595,Neutral,Positive,Positive,Neutral,Neutral,Neutral
PQ-2304864532,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2301496081,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2299967776,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2312252640,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2292083829,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2281958248,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2280320507,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2280273929,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2269386903,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2266372517,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2257230128,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2246954300,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2251875795,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2251875490,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2251874871,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2251870697,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2232347519,Positive,Positive,Positive,Neutral,Neutral,Neutral
PQ-2232284648,Positive,Positive,Positive,Neutral,Neutral,Neutral
PQ-2231419575,Neutral,Neutral,Positive,Neutral,Neutral,Neutral
PQ-2230629160,Neutral,Neutral,Neutral,Neutral,Neutral,Negative
PQ-2402499535,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2857087900,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2730948941,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2697085255,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2640459763,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2429667223,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2429622011,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2429593982,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2414764477,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2414650388,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2414529306,Neutral,Neutral,Neutral,Neutral,Neutral,Negative
PQ-2398213837,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2400135217,Neutral,Neutral,Neutral,Neutral,Neutral,Positive
PQ-2349172011,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2310869820,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2310613473,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2309616177,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2309579174,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2297830788,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2297830697,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2297586744,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2296742291,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
PQ-2296661346,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2243820680,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2451760419,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2427541090,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2396415793,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2268699474,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2267454306,Neutral,Negative,Negative,Neutral,Neutral,Negative
PQ-2267453379,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-3055497261,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-3047936891,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-3034416212,Neutral,Neutral,Positive,Neutral,Neutral,Neutral
PQ-2969094636,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2942068060,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2933186896,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2930491819,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2928528487,Positive,Positive,Positive,Neutral,Positive,Positive
PQ-2928467891,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2928458403,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2928411925,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2928360323,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2925391180,Neutral,Neutral,Neutral,Neutral,Positive,Neutral
PQ-2925059957,Neutral,Neutral,Neutral,Neutral,Positive,Neutral
PQ-2951383077,Positive,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2923218863,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2923208956,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2922758113,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2911223600,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2921580932,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2921580907,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2920884153,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2909199519,Neutral,Neutral,Neutral,Negative,Negative,Neutral
PQ-2917112745,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2903909055,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2916244189,Positive,Positive,Positive,Neutral,Neutral,Positive
PQ-2902697790,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2900101896,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2898719528,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2884990776,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2884724368,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2884556188,Negative,Negative,Neutral,Negative,Negative,Neutral
PQ-2884523343,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2884103743,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2893684869,Neutral,Positive,Neutral,Neutral,Neutral,Neutral
PQ-2881621688,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2880250774,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2879228703,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
PQ-2877501912,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2876097491,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2870672559,Neutral,Positive,Positive,Neutral,Neutral,Neutral
PQ-2882599187,Neutral,Neutral,Positive,Negative,Negative,Neutral
PQ-2869429978,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2869228225,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2869375939,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2869170885,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2864266049,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2859046468,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2857037564,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2857034735,Neutral,Neutral,Neutral,Neutral,Positive,Neutral
PQ-2856211622,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2850913760,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2848802191,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2845642062,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2840642581,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2840138059,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2835735014,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
PQ-2832269705,Neutral,Negative,Neutral,Neutral,Neutral,Neutral
PQ-2831888853,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2841652317,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2828056439,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2812081763,Neutral,Positive,Positive,Neutral,Neutral,Neutral
PQ-2811200481,Positive,Positive,Positive,Neutral,Neutral,Neutral
PQ-2821483309,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2809961691,Neutral,Positive,Positive,Neutral,Positive,Neutral
PQ-2808427828,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2790865473,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2788456922,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2786719455,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2784635259,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2784143392,Neutral,Neutral,Positive,Neutral,Neutral,Neutral
PQ-2785475465,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2771292097,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
PQ-2767584963,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2766944853,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2765799094,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2772533782,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2760842377,Neutral,Neutral,Neutral,Neutral,Positive,Neutral
PQ-2748511365,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2747941633,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2794650110,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2794649867,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2794647832,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2794647172,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2746133330,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2742655006,Neutral,Positive,Positive,Neutral,Neutral,Neutral
PQ-2740258751,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2738784936,Positive,Positive,Positive,Neutral,Neutral,Neutral
PQ-2738026606,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2737868294,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2734522800,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2732941794,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2729363921,Positive,Positive,Neutral,Negative,Neutral,Positive
PQ-2728501163,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
PQ-2724205045,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2734427104,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2731905530,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2731278328,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2718870888,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2718663890,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
PQ-2716534284,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2726153594,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2714014864,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2723642014,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2722606723,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2721998575,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2707670231,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2707593144,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2703521980,Neutral,Neutral,Negative,Negative,Neutral,Negative
PQ-2702601645,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2699591919,Neutral,Positive,Positive,Positive,Positive,Neutral
PQ-2711159182,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2706939252,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2689247053,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2684618671,Neutral,Negative,Negative,Negative,Neutral,Positive
PQ-2711039348,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2684536518,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2681640100,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2693177135,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2678614502,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2677283672,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2676920377,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2710912710,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2671608649,Neutral,Neutral,Neutral,Positive,Positive,Positive
PQ-2670976454,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2670976186,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2710011171,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2669445669,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2709949834,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2662650876,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2660416194,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2655956390,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2655621782,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2652863997,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2647677973,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2647930911,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2647921258,Neutral,Positive,Positive,Negative,Neutral,Neutral
PQ-2647412312,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2646037302,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2640442978,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2639044253,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2638700561,Positive,Positive,Neutral,Positive,Positive,Positive
PQ-2638145320,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2645322431,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2645322425,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2645322413,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
PQ-2645322356,Neutral,Neutral,Negative,Negative,Neutral,Neutral
PQ-2645322333,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2645322296,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
PQ-2645322273,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2645322249,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2634419564,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
PQ-2634407459,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
PQ-2634349412,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
PQ-2634244777,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2634027297,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2634027293,Neutral,Neutral,Neutral,Negative,Neutral,Positive
PQ-2629653817,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2627317852,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2627050112,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2627039421,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2627050144,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2632034249,Positive,Positive,Positive,Neutral,Positive,Positive
PQ-2632033716,Positive,Positive,Positive,Neutral,Positive,Positive
PQ-2632031636,Positive,Positive,Positive,Neutral,Positive,Positive
PQ-2632030911,Positive,Positive,Positive,Neutral,Positive,Positive
PQ-2622685512,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2619085623,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2617927923,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2621428112,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2621426816,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2621426701,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2621426677,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2612364624,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2611889087,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2609902079,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2606506741,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2605069698,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2774546128,Positive,Neutral,Positive,Neutral,Neutral,Positive
PQ-2604774925,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2587264885,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2585050887,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
PQ-2584875958,Neutral,Neutral,Positive,Positive,Neutral,Neutral
PQ-2584663194,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2578196884,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2577724970,Neutral,Neutral,Neutral,Positive,Neutral,Positive
PQ-2583707236,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2583707120,Neutral,Neutral,Neutral,Negative,Neutral,Negative
PQ-2583706052,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2583705275,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2583705262,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2572440608,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2548653947,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2535208168,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2531870422,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2531867350,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2531866940,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2514964181,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2503428071,Neutral,Neutral,Positive,Neutral,Neutral,Neutral
PQ-2503046176,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2503045276,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2503044968,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2490247628,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2490017729,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2489055217,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2488477845,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2486851813,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2484827901,Negative,Negative,Negative,Neutral,Positive,Negative
PQ-2484206753,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2479583205,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2477388227,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2477388171,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2472394865,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2470295589,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2474991680,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2466759425,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2466161774,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2474391882,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2474390117,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2474389715,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2474389603,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2465886805,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2463208896,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2463108511,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2461402862,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2470806259,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2461048554,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2462344995,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2451996364,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2451136870,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2449355099,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2448649342,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2448045619,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2447027899,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2450889841,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2450889400,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2450887728,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2450887293,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2442304173,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2449770596,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2449770460,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2449770353,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2449769973,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2449769951,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2449769790,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2449769663,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2449769647,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2449769634,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2441453193,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2441314078,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2441243543,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
